department,region,education,gender,recruitment_channel,no_of_trainings,age,KPIs_met >60%,awards_won?,avg_training_score
6,22,1,1,3,1,35,0,0,58
1,20,2,1,1,1,40,1,0,47
2,2,2,0,3,1,53,1,0,58
1,2,2,0,1,2,42,0,0,52
6,7,2,1,1,1,36,1,0,58
3,24,2,0,1,1,25,0,0,72
5,22,2,1,3,1,28,1,1,90
3,2,1,0,3,1,42,0,0,69
1,7,2,1,3,1,36,0,0,50
6,29,2,1,3,1,25,0,0,52
1,2,2,0,3,1,25,0,0,46
8,2,2,0,3,1,39,0,0,65
3,2,3,1,1,1,23,0,0,68
2,2,2,1,1,1,30,1,0,58
7,2,2,1,1,1,54,0,0,48
1,26,2,1,3,3,24,0,0,48
1,2,2,1,1,2,28,0,0,50
1,2,2,1,3,1,21,0,0,48
1,22,2,0,1,2,37,0,0,48
4,2,2,0,3,1,29,1,0,78
4,2,1,0,1,1,48,0,0,79
1,15,2,1,1,1,32,0,0,52
2,22,1,0,1,1,52,1,0,59
1,2,2,0,3,1,44,0,0,51
1,6,2,0,1,2,25,0,0,52
1,2,1,0,1,1,50,0,0,49
1,15,2,1,3,2,38,0,0,49
4,2,2,0,1,1,52,0,0,82
1,2,1,1,1,2,46,0,0,48
1,28,2,1,3,1,39,0,0,49
4,30,1,1,3,1,37,0,0,85
5,2,2,1,3,1,46,1,0,82
2,15,1,1,1,1,43,0,0,55
1,8,2,1,3,1,28,1,0,49
5,14,2,1,3,1,36,1,0,80
2,31,2,1,3,1,31,0,0,63
5,2,2,1,3,1,20,1,0,86
2,24,2,0,3,1,33,1,0,58
2,22,2,0,1,1,33,0,1,63
6,29,2,1,3,1,29,0,0,59
7,2,2,0,1,1,35,0,0,45
9,11,1,1,1,1,29,1,0,84
2,12,2,0,3,2,32,0,0,60
5,4,2,1,1,2,36,1,0,86
5,22,2,0,1,1,29,1,1,88
2,22,2,1,3,3,29,0,0,56
5,30,2,1,1,2,27,0,0,86
2,24,1,0,3,1,31,1,0,60
2,2,2,1,3,1,37,0,0,59
3,22,2,0,3,1,27,0,0,65
5,16,2,1,3,1,35,0,0,87
1,14,2,1,1,1,36,1,0,54
2,2,2,1,1,2,38,0,0,62
2,22,2,1,3,2,32,1,0,58
4,2,2,1,1,3,28,0,0,79
4,29,1,1,3,2,46,0,0,77
3,28,2,1,3,3,30,0,0,73
1,17,2,1,3,2,32,1,0,50
1,27,1,1,3,1,35,1,0,48
1,26,2,1,3,1,27,0,0,52
1,13,1,1,3,1,35,0,0,46
6,7,1,1,3,2,33,0,0,61
1,22,2,1,2,1,28,0,0,50
2,2,2,1,1,1,57,0,0,60
6,28,2,1,3,1,29,0,0,57
3,10,1,1,3,1,33,0,0,71
1,13,1,0,3,1,30,0,0,52
5,2,2,1,3,2,37,0,0,86
5,22,2,1,1,3,27,1,0,84
1,26,2,1,3,2,22,0,0,48
2,2,1,0,1,1,35,1,0,62
2,15,2,1,1,1,35,1,0,63
3,7,2,1,3,1,29,1,0,70
1,1,1,1,1,3,33,0,0,53
3,2,1,1,1,1,55,1,0,68
4,7,1,0,3,3,33,0,0,82
1,28,1,0,3,1,30,0,0,48
4,5,2,1,3,1,35,1,0,80
7,2,2,0,3,1,40,0,0,50
2,15,2,1,3,2,33,1,0,62
1,22,1,1,3,1,38,1,0,55
1,6,1,1,1,1,53,0,0,51
2,15,2,1,3,1,36,0,0,58
1,31,1,1,3,2,36,0,0,48
4,1,1,0,3,1,31,0,0,81
2,5,2,1,3,1,39,0,0,59
3,20,1,1,3,4,35,0,0,71
8,22,3,1,1,2,26,0,0,56
1,34,2,1,3,2,25,0,0,48
3,14,2,0,3,1,36,0,0,67
2,7,3,1,3,1,24,0,0,62
6,26,2,1,3,1,34,1,0,63
2,15,2,1,1,2,25,0,0,59
3,17,2,1,3,2,30,0,0,70
1,16,2,1,3,1,38,0,0,49
1,27,2,1,1,1,33,1,0,54
3,2,1,0,3,1,46,0,0,72
2,11,2,0,1,1,28,0,0,63
1,20,1,1,1,1,29,0,0,48
5,7,2,1,1,1,32,1,0,84
4,28,1,0,3,1,34,0,0,75
1,28,2,0,3,1,30,0,0,51
5,22,2,1,1,1,26,1,0,82
1,22,2,1,1,1,28,0,0,48
2,24,2,1,3,1,24,0,0,58
9,2,1,0,3,1,35,1,0,84
8,2,3,1,3,1,29,0,0,62
4,17,2,1,3,1,36,1,0,81
2,28,2,1,3,1,33,1,0,60
1,24,2,0,1,1,33,0,0,51
3,2,1,1,3,1,36,0,0,69
2,17,2,0,1,1,31,0,0,61
4,2,1,0,3,2,41,0,0,75
2,11,2,1,3,1,30,1,0,60
1,28,2,1,1,1,29,0,0,51
5,22,2,1,2,1,28,0,0,86
4,22,1,0,3,1,52,1,0,79
2,22,2,1,1,1,27,1,0,61
4,2,1,0,3,1,44,0,0,76
1,2,2,1,3,1,23,0,0,49
1,31,2,1,1,1,24,0,0,52
1,30,2,1,1,1,24,0,0,54
5,26,2,1,3,1,28,0,0,81
5,28,1,1,3,1,34,0,0,87
1,2,1,1,3,1,46,0,0,50
4,22,2,0,1,1,28,1,0,82
8,12,2,0,3,1,25,1,0,61
3,13,2,0,3,1,36,0,0,69
1,13,1,1,1,1,33,1,0,50
5,2,2,1,3,2,25,1,0,84
1,7,1,1,3,1,32,0,0,50
4,2,2,1,2,1,32,0,0,84
1,19,2,1,3,1,36,1,0,48
4,2,2,0,3,1,41,0,0,82
1,22,1,1,3,2,36,0,0,46
1,15,1,1,1,1,35,0,0,52
1,15,2,1,1,1,35,0,0,49
7,2,2,1,1,1,31,0,0,50
1,6,2,1,3,1,26,1,0,45
5,1,1,1,3,1,34,1,0,88
5,22,2,1,3,1,38,1,0,80
6,4,2,1,1,3,29,0,0,58
3,14,2,1,3,1,35,0,0,75
4,19,2,1,3,2,45,0,0,80
4,26,2,0,3,1,49,0,0,77
7,7,2,1,3,1,33,1,0,47
2,30,2,0,1,1,32,0,0,61
4,22,1,1,1,1,32,0,0,77
1,27,1,1,1,1,37,1,0,53
3,31,2,1,3,2,30,0,0,65
1,7,1,1,3,1,36,0,0,54
1,2,1,0,3,1,32,1,0,47
1,7,2,1,3,1,31,1,0,48
7,11,2,0,3,1,30,1,0,49
4,11,2,1,3,1,37,0,0,81
3,31,2,0,1,1,32,0,0,65
1,13,2,0,3,1,31,0,0,50
2,27,1,1,1,1,44,0,0,59
1,15,2,1,3,3,27,1,0,51
2,22,1,1,2,1,45,1,0,66
1,22,2,1,3,2,34,0,0,48
4,13,1,0,1,1,38,0,0,80
1,4,2,1,3,1,26,0,0,52
1,32,2,1,3,1,27,0,0,48
2,6,2,0,1,1,27,1,0,63
3,2,3,1,1,1,28,0,0,74
5,22,2,1,3,2,27,1,0,88
4,8,2,0,3,1,32,0,0,81
1,19,2,1,3,1,46,0,0,51
1,28,2,1,3,1,31,0,0,50
4,29,2,0,1,1,29,1,0,82
2,28,2,1,1,1,28,0,0,55
4,2,1,1,1,1,36,0,0,81
9,22,2,1,1,1,31,0,0,85
4,22,2,0,2,1,29,0,0,83
2,2,2,1,1,1,36,0,0,61
1,11,2,1,3,1,36,0,0,52
2,2,2,1,1,1,37,0,0,60
2,31,1,0,3,1,35,1,0,59
5,10,1,1,1,1,41,0,0,84
4,7,2,0,3,1,46,0,0,85
1,2,1,1,3,3,43,0,0,49
9,22,1,1,2,2,29,1,0,83
6,4,1,0,1,1,33,1,0,56
3,4,1,1,1,3,50,0,0,68
1,23,2,1,3,1,32,0,0,52
2,3,2,1,3,1,27,1,0,64
5,2,2,1,3,2,26,0,0,91
2,2,2,0,3,1,52,0,0,58
4,26,2,0,1,1,42,1,0,80
8,7,2,1,1,1,28,1,0,57
1,26,2,1,1,1,34,1,0,48
1,6,2,1,1,2,28,0,0,50
8,22,2,1,2,3,30,1,0,64
5,7,2,0,3,1,32,0,0,82
7,2,1,1,2,1,53,0,0,51
1,16,1,1,3,1,58,0,0,53
1,7,1,0,1,3,32,0,0,54
4,1,2,1,3,1,27,1,1,78
4,22,2,1,3,1,28,1,0,81
6,7,2,1,1,1,27,0,0,58
1,22,2,0,3,1,36,0,0,46
1,22,1,1,3,3,32,0,0,48
4,2,1,0,1,1,56,1,0,76
7,26,2,0,3,1,28,0,0,51
1,15,1,1,3,1,35,0,0,47
6,28,2,1,1,2,29,0,0,58
2,15,2,1,1,1,34,0,0,61
4,2,1,0,3,2,39,0,0,76
5,22,2,1,3,1,43,0,0,89
2,2,1,0,3,1,48,1,0,60
1,16,2,1,1,1,32,0,0,50
3,2,3,0,1,1,21,0,0,68
2,7,1,0,1,1,39,1,0,60
5,26,2,1,3,1,42,0,0,83
3,19,2,1,1,1,39,0,0,69
1,28,2,1,3,1,33,0,0,52
3,7,2,0,3,1,27,0,0,74
3,2,1,0,3,2,42,0,0,69
2,7,2,0,3,1,42,1,0,66
1,26,2,0,3,1,32,0,0,51
9,4,1,1,1,1,29,1,0,84
1,23,2,1,3,1,27,0,0,50
2,22,2,1,3,1,27,0,0,59
2,22,2,1,1,1,42,0,0,63
3,7,1,0,3,1,34,1,0,69
1,31,2,1,3,1,25,1,0,50
2,21,2,0,1,1,37,0,0,54
6,7,3,1,3,1,25,0,0,61
1,29,2,1,3,1,28,0,0,49
2,2,2,0,3,1,51,0,0,63
1,27,2,1,3,1,28,0,0,44
3,2,2,1,1,1,34,1,0,66
3,24,2,1,3,1,25,0,0,70
2,32,2,1,3,1,36,0,0,64
1,2,1,0,3,1,40,1,0,49
2,13,2,1,3,1,40,0,0,62
1,10,2,1,3,1,29,0,0,49
1,7,2,0,1,1,31,0,0,45
1,7,2,0,3,1,29,0,0,49
2,27,2,1,1,1,28,0,0,59
3,22,2,0,3,1,31,0,0,72
2,31,2,1,1,1,27,0,0,60
3,2,2,0,3,1,36,1,0,66
9,16,2,1,3,1,33,0,0,85
1,16,2,1,1,1,46,0,0,50
6,2,2,1,3,1,25,0,0,62
3,4,1,1,1,1,36,1,0,72
1,2,1,1,1,1,33,0,0,49
1,2,1,1,3,1,38,1,0,52
2,4,2,0,1,1,35,1,0,54
1,2,1,1,1,2,54,0,0,48
4,13,2,1,3,1,29,1,0,82
4,26,1,0,1,1,40,0,0,76
3,22,2,0,1,2,28,0,0,65
1,23,1,1,3,2,36,0,1,48
3,4,2,0,3,1,32,0,0,66
5,28,2,1,1,1,31,0,0,86
5,7,1,1,3,2,42,1,0,85
2,7,1,1,1,2,36,1,0,55
2,27,1,0,3,1,35,1,0,60
5,31,2,1,3,1,29,0,0,88
1,34,2,1,1,1,33,1,0,50
5,27,2,1,3,1,25,0,0,86
3,22,1,0,1,2,31,0,0,68
1,2,2,0,3,2,43,0,0,44
1,28,2,0,3,1,30,0,0,50
1,22,2,1,1,1,29,1,0,50
3,22,1,1,1,1,34,0,0,69
2,2,1,1,1,1,37,0,0,59
1,2,1,1,3,1,57,0,0,51
6,13,1,1,1,1,33,1,0,60
7,2,1,1,3,1,52,0,0,52
4,2,2,1,2,2,40,1,0,82
1,2,2,1,3,2,46,0,0,49
4,2,1,0,1,1,54,0,0,82
1,22,2,0,1,1,30,0,0,48
2,2,2,1,1,2,27,0,0,62
3,22,1,1,3,1,34,0,0,69
1,11,2,1,1,1,26,1,0,41
1,26,2,1,1,1,33,1,0,50
3,17,2,1,3,1,44,0,0,73
1,7,2,1,1,1,41,0,0,45
3,24,2,1,3,1,26,1,0,67
7,22,2,0,3,1,27,0,0,48
1,17,2,1,1,1,37,1,0,51
9,26,1,1,3,1,28,0,0,84
1,3,2,1,3,1,41,0,0,54
1,23,2,1,1,2,36,0,0,45
1,22,2,1,3,1,30,1,0,47
3,2,1,1,3,1,37,1,0,67
4,33,1,1,1,1,53,0,0,81
1,7,2,1,1,1,36,0,0,49
2,11,1,1,3,1,42,0,0,60
1,26,2,1,1,2,33,0,0,50
3,16,2,1,3,1,31,0,0,69
1,7,2,0,3,1,29,0,0,48
4,30,2,1,1,2,27,0,0,80
3,13,2,0,1,1,38,0,0,72
5,22,2,1,1,2,29,0,0,86
1,2,2,1,3,1,31,1,0,47
1,22,2,1,3,1,29,0,0,46
2,2,2,1,3,1,41,0,0,57
5,22,2,1,3,1,33,1,0,82
5,7,2,1,3,1,33,1,0,86
3,23,2,1,1,1,36,0,0,66
1,11,2,1,3,1,31,1,0,45
4,5,2,1,1,2,34,0,0,77
3,28,1,0,3,2,34,0,0,70
6,4,1,1,3,1,34,0,0,59
1,32,2,1,3,3,27,1,0,49
4,2,2,0,3,1,37,0,0,79
5,2,2,1,1,1,26,1,0,83
2,14,2,0,1,1,30,0,0,56
6,32,2,1,3,1,37,0,0,59
7,26,2,1,1,1,30,1,0,52
2,2,2,0,3,1,29,0,0,61
9,6,2,1,3,1,27,0,0,81
1,26,1,1,3,1,35,1,0,45
7,15,2,1,1,1,39,0,0,49
3,2,2,1,1,1,34,1,0,74
3,13,2,1,1,1,31,0,0,64
3,22,2,1,1,2,31,1,0,69
1,31,2,1,3,1,41,1,0,52
4,4,2,0,3,1,32,1,0,82
2,23,2,1,3,1,26,0,0,57
1,6,2,1,1,2,28,0,0,42
3,14,2,0,3,1,37,1,0,67
1,13,2,1,3,1,26,0,0,51
5,1,2,1,1,1,29,0,0,87
4,25,1,0,1,1,33,0,0,77
2,22,1,1,2,2,34,1,0,62
4,2,2,1,1,2,28,0,0,79
2,13,2,0,3,1,31,0,0,57
2,19,2,0,3,1,32,0,0,61
8,22,2,0,1,1,32,0,0,57
5,22,2,1,1,2,27,1,0,78
2,21,2,1,3,1,32,0,0,61
1,30,2,1,3,1,36,0,0,55
2,22,2,1,2,1,25,0,0,65
1,22,2,1,3,4,32,0,0,48
1,31,2,1,3,1,40,0,0,45
1,7,2,1,3,1,35,1,0,51
3,2,2,0,3,1,52,1,0,74
1,14,1,1,1,1,24,0,0,52
3,9,2,1,1,4,28,0,0,64
2,27,1,1,3,1,39,0,0,60
5,11,2,1,1,1,30,0,0,83
2,24,1,0,3,1,31,1,0,63
1,26,2,1,3,1,52,0,0,52
3,2,1,0,1,2,45,1,0,70
2,2,1,0,1,1,35,0,0,60
4,23,2,0,1,1,28,0,0,77
1,32,2,1,1,1,30,0,0,51
1,2,2,0,3,3,54,0,0,52
4,24,2,0,1,1,37,0,0,76
5,2,2,1,3,3,26,0,0,82
1,7,2,1,2,1,27,0,0,52
2,2,2,0,1,1,32,0,0,60
2,4,2,1,3,1,27,1,0,63
1,14,2,1,1,1,33,0,0,49
4,28,2,0,3,1,29,1,0,73
1,7,1,1,3,1,42,0,0,48
1,13,2,1,3,1,53,0,0,47
6,31,2,1,3,1,30,0,0,61
1,34,2,1,1,1,29,0,0,46
4,2,1,0,1,1,53,0,0,80
4,7,2,0,3,1,24,0,0,78
3,13,1,1,3,1,34,0,0,70
4,2,1,1,3,1,38,0,0,77
4,7,1,0,1,1,39,0,0,82
1,7,2,0,3,1,24,0,0,51
1,13,1,1,3,1,38,0,0,47
7,2,2,1,1,1,31,1,0,50
1,16,2,0,3,1,48,0,0,45
1,16,1,1,3,1,36,0,0,49
4,16,2,0,3,2,29,1,0,79
3,22,2,1,3,1,28,0,0,72
1,16,2,1,3,1,29,1,0,53
7,7,2,0,3,1,29,1,0,52
1,10,2,1,3,1,33,0,0,49
1,9,2,1,3,1,26,0,0,47
1,31,2,1,1,1,46,0,0,50
3,24,2,1,3,2,31,0,0,72
3,16,2,1,1,1,29,0,0,75
3,15,2,0,3,2,31,0,0,76
4,22,1,1,1,1,41,0,0,84
2,2,2,0,1,1,54,0,0,56
2,7,2,0,1,1,41,0,0,57
2,15,2,1,1,1,39,0,0,56
5,22,2,0,3,2,34,1,0,78
1,22,2,1,1,2,30,1,0,47
3,2,1,0,1,3,34,0,0,66
5,22,2,1,3,1,31,0,0,85
1,7,1,1,3,2,36,0,0,46
1,2,2,1,1,1,30,1,0,52
3,2,2,0,1,2,35,0,0,69
1,16,2,1,1,1,32,0,0,44
1,4,1,1,3,1,45,0,0,49
2,19,1,1,3,2,50,0,0,56
7,26,2,0,3,1,35,0,0,49
1,22,2,1,3,3,30,0,0,49
2,12,2,0,3,1,40,0,0,61
7,7,2,0,3,1,29,0,0,49
2,15,2,0,3,1,32,0,0,64
1,9,2,1,3,2,30,0,0,51
1,2,1,1,3,1,34,1,0,48
6,2,2,1,1,1,46,0,0,63
3,10,1,0,3,1,37,1,0,64
4,10,2,1,3,2,27,0,0,83
4,25,2,1,1,3,28,0,0,76
1,22,2,1,1,1,37,0,0,54
1,22,2,0,3,1,28,1,0,49
2,15,1,1,3,1,38,1,0,58
1,2,2,0,1,2,55,0,0,55
8,22,2,0,1,1,27,0,0,61
4,2,2,0,1,1,53,1,0,78
3,13,2,0,1,1,30,0,0,71
2,13,2,1,3,1,30,1,0,59
1,1,2,1,3,1,31,0,0,49
7,2,2,1,3,2,32,0,0,49
1,7,2,0,3,1,29,0,0,50
2,23,2,1,1,2,34,0,0,57
1,26,2,1,3,1,44,1,0,57
5,14,2,1,3,1,33,1,0,88
2,2,2,1,3,2,36,1,0,59
2,7,2,0,3,1,39,1,0,65
1,2,2,1,3,1,26,0,0,54
1,2,2,0,3,1,32,0,0,46
8,2,2,1,1,1,27,1,0,55
2,2,2,0,3,2,40,1,0,56
1,6,2,0,1,2,31,0,0,51
7,22,1,0,1,1,35,0,0,44
2,7,2,1,3,2,30,1,0,64
2,26,2,0,3,1,29,0,0,63
5,5,1,1,1,1,37,0,0,84
4,22,2,1,3,1,44,1,0,78
5,32,2,0,3,2,27,0,0,79
1,21,2,1,1,1,34,1,0,46
7,2,1,1,3,1,58,1,0,49
5,2,1,1,3,1,41,0,0,82
3,2,1,1,1,1,42,1,0,67
1,13,1,1,1,1,54,0,0,49
1,2,2,0,3,1,36,0,0,51
7,2,3,0,3,1,22,0,0,51
4,22,1,1,1,1,30,0,0,77
6,4,2,1,1,1,29,1,0,55
4,10,1,1,3,1,37,0,0,84
6,6,2,0,3,1,28,1,1,56
1,7,2,1,3,2,46,0,0,50
2,21,2,1,3,1,41,1,0,57
2,2,2,0,3,1,30,1,0,58
1,2,2,0,3,1,24,0,0,53
1,2,2,1,1,4,39,0,0,51
1,2,2,1,2,3,32,0,0,47
3,2,2,0,3,1,32,0,0,70
2,2,2,1,3,1,59,1,0,64
2,4,1,1,1,1,35,0,0,53
1,7,1,1,3,1,35,0,0,52
2,6,2,0,3,1,39,1,0,59
5,16,2,1,3,1,29,0,0,87
2,7,3,1,1,2,24,1,0,58
2,16,2,0,1,1,44,0,0,61
7,2,1,1,3,1,30,0,0,42
2,17,2,1,1,1,28,1,0,63
3,26,2,0,1,1,27,1,0,70
7,22,2,0,2,1,28,1,0,54
1,28,2,1,1,1,38,1,0,51
4,23,2,1,1,1,33,0,0,81
9,22,1,1,1,1,32,1,0,80
7,32,2,0,3,1,30,1,0,51
2,22,2,0,3,1,38,0,0,53
2,31,2,0,1,1,27,1,0,56
1,2,2,1,3,1,32,0,1,48
6,14,2,1,3,2,32,0,0,63
1,26,2,1,3,1,43,0,0,52
4,7,2,0,1,1,50,0,0,80
6,22,2,1,1,1,28,1,0,63
3,14,1,0,1,1,41,1,0,66
1,15,2,1,1,1,33,1,0,46
1,22,2,1,1,1,38,0,0,51
4,26,2,1,3,1,28,0,0,80
1,3,2,1,1,1,41,1,0,43
1,27,2,1,1,1,33,0,0,48
2,25,1,1,3,2,35,1,0,61
1,28,2,1,1,1,37,1,0,52
1,13,2,0,3,2,30,0,0,45
1,22,2,0,1,1,28,1,0,48
1,22,2,1,1,1,36,1,0,54
6,6,2,0,3,1,28,0,0,57
5,29,2,1,2,1,27,1,0,83
1,5,2,1,1,2,26,0,0,50
1,26,1,1,1,1,51,0,0,48
3,20,1,0,3,1,34,0,0,70
3,20,2,0,3,1,33,0,0,73
5,2,2,1,1,1,29,1,0,86
2,7,2,1,3,1,28,0,0,63
6,26,2,1,3,3,29,0,0,58
1,28,1,0,3,1,37,0,0,50
1,19,2,1,1,1,29,0,0,48
1,16,2,1,3,1,31,1,0,54
3,22,2,1,3,3,27,0,0,68
2,22,2,1,1,1,54,0,0,58
1,2,2,1,3,2,37,0,0,41
1,16,2,0,1,1,30,0,0,44
1,28,1,1,3,1,34,0,0,50
2,2,2,1,3,2,28,0,0,58
1,25,2,1,3,1,27,1,0,49
2,22,2,0,2,1,30,0,0,57
1,16,1,1,1,1,35,0,0,56
7,20,2,0,1,1,27,0,0,49
3,2,2,0,2,1,31,0,0,64
3,22,1,1,3,1,39,0,0,71
2,16,2,0,1,1,42,0,0,59
3,31,2,1,1,1,37,1,0,73
4,7,2,1,3,1,44,0,0,79
1,16,2,1,3,1,29,0,0,44
1,13,2,1,3,1,24,1,0,54
1,6,1,1,3,1,26,0,0,46
9,22,2,1,3,1,36,0,0,86
6,15,1,1,3,1,32,1,0,57
7,2,2,1,1,2,27,0,0,52
4,2,2,0,3,1,29,0,0,77
3,11,1,1,3,1,35,1,0,64
1,31,2,1,1,1,36,0,0,49
4,5,2,0,1,2,32,0,0,80
3,15,2,0,1,1,31,0,0,68
1,31,2,1,1,1,36,1,0,53
5,2,2,1,3,2,25,0,0,86
1,2,2,1,1,1,36,0,0,52
1,16,2,1,3,3,32,0,0,49
2,33,1,1,3,1,41,1,0,56
5,22,2,1,1,1,25,1,0,82
3,13,2,0,3,1,40,0,0,69
1,22,1,1,1,1,39,0,0,52
2,15,1,1,1,1,37,1,0,55
3,2,1,0,1,2,42,1,0,70
4,5,2,0,3,1,28,0,0,85
1,3,1,1,3,1,46,1,0,52
4,33,2,0,1,1,30,0,0,81
9,31,1,1,3,2,33,1,0,80
6,13,2,1,1,1,26,1,0,67
7,20,1,1,3,1,31,0,0,48
3,2,1,1,1,2,31,1,0,78
4,13,2,0,3,1,29,1,0,79
1,7,2,0,3,2,38,0,0,54
1,2,2,1,3,2,42,0,0,49
7,7,1,0,1,1,36,1,0,44
2,2,2,1,1,2,25,0,0,57
1,20,2,1,1,1,31,1,0,51
4,2,1,1,1,1,55,1,0,79
2,2,2,0,1,1,42,0,0,60
2,22,2,1,1,1,24,1,0,61
1,30,2,0,1,1,31,0,0,45
2,23,2,0,1,1,30,0,0,59
3,16,2,1,3,1,26,0,0,69
4,22,2,1,3,2,34,0,0,80
1,26,2,1,3,1,41,1,0,52
3,2,1,1,1,1,40,0,0,70
3,5,2,1,3,1,32,0,0,72
1,28,2,0,1,2,31,0,0,50
1,28,2,1,3,1,30,1,0,52
4,7,2,1,1,3,33,0,0,82
4,5,2,0,3,1,28,0,0,82
1,7,2,1,3,1,24,0,0,49
3,2,1,1,3,1,36,0,0,69
8,2,2,1,1,1,30,0,0,63
1,20,2,1,3,1,27,1,0,48
7,27,2,0,3,1,30,0,0,45
5,15,2,1,1,1,22,0,0,86
3,2,2,1,1,1,31,0,0,75
1,4,1,1,1,1,39,1,0,52
4,22,2,0,1,1,29,0,0,82
1,32,2,1,1,1,29,0,0,48
1,27,2,1,3,1,35,0,0,48
1,7,1,1,1,2,43,0,0,53
1,28,1,1,3,1,33,0,0,49
7,20,1,0,1,1,35,1,0,48
3,8,1,0,3,1,34,1,0,69
5,29,2,0,3,1,29,0,0,87
3,23,2,0,3,1,32,0,0,68
1,10,1,1,1,3,36,0,0,48
1,22,2,1,2,1,29,1,0,48
7,2,2,1,3,1,36,1,0,48
4,7,3,1,3,1,24,0,0,81
4,20,2,0,1,1,30,0,0,81
7,22,2,0,1,1,28,0,0,46
2,22,1,0,1,1,45,0,0,61
1,22,2,0,3,2,31,0,0,47
9,26,2,1,1,3,27,1,0,83
4,26,1,0,3,1,39,0,0,79
2,2,2,1,1,1,57,0,0,61
5,15,2,1,1,1,35,1,0,86
2,15,2,1,1,4,30,1,0,58
4,27,2,1,1,1,29,0,0,81
6,2,2,1,3,1,28,0,0,59
4,7,2,1,3,1,47,1,0,80
9,7,1,1,1,1,33,0,0,81
1,21,2,1,3,1,50,0,0,51
2,29,1,1,1,1,31,0,0,60
3,11,2,1,1,1,27,1,0,68
1,22,2,1,3,1,48,0,0,48
8,22,1,1,1,1,38,0,0,56
1,15,2,1,3,1,28,0,0,49
6,22,2,1,3,1,30,0,0,59
1,30,1,1,1,1,48,0,0,54
4,13,2,1,1,1,38,0,0,80
5,30,2,1,1,1,29,0,0,82
3,2,2,0,1,1,34,1,0,71
1,2,2,1,3,2,43,0,0,52
5,9,2,1,3,1,28,0,0,86
1,23,2,1,3,1,29,0,0,47
4,27,2,1,3,1,30,0,0,79
2,2,2,1,1,1,37,0,0,62
7,2,1,0,3,1,32,0,0,50
1,13,2,0,1,1,26,0,0,48
5,4,1,1,1,1,33,0,0,83
2,26,1,1,1,1,51,0,0,58
1,26,2,1,1,1,25,0,0,49
4,12,2,1,1,1,28,1,0,81
3,11,2,0,1,1,31,1,0,69
9,7,1,1,3,2,37,1,0,83
1,23,2,1,1,1,28,0,0,48
6,10,2,1,1,1,30,0,0,56
2,28,1,0,3,1,35,1,0,60
2,14,1,1,1,1,39,1,0,62
3,31,2,1,3,2,27,0,0,71
4,13,1,0,3,1,34,0,0,79
6,11,2,0,3,1,29,1,0,58
1,3,1,1,1,1,39,0,0,49
1,13,1,1,3,1,43,0,0,53
7,22,2,0,3,1,24,0,0,52
1,13,1,1,1,2,51,0,0,47
6,2,1,0,1,1,47,0,0,63
7,22,2,0,3,1,28,1,0,49
1,6,2,1,3,1,28,0,0,48
2,2,1,1,1,1,45,0,0,60
7,22,2,0,3,1,29,1,0,52
4,22,1,1,2,2,36,0,0,76
1,22,2,1,3,1,28,1,0,57
2,2,2,0,3,1,27,1,0,59
4,7,1,1,1,1,50,0,0,75
3,19,2,1,3,1,37,0,0,69
1,22,2,1,3,2,29,0,0,55
1,22,2,1,3,1,45,0,0,52
1,16,2,1,1,1,23,0,0,48
4,2,2,0,1,1,57,0,0,81
5,1,1,1,3,1,30,0,0,80
5,7,1,1,3,1,35,1,0,92
2,2,1,1,1,1,59,0,0,59
2,32,2,1,1,1,29,0,0,58
7,24,2,1,1,1,32,0,0,44
5,20,2,1,3,1,30,0,0,83
2,32,2,0,1,1,36,1,1,59
5,6,2,1,3,2,31,1,0,81
2,4,2,1,3,1,56,0,0,59
1,2,2,0,1,1,42,0,0,47
1,17,2,1,1,1,44,0,0,45
5,11,2,1,1,1,33,1,0,86
2,27,2,1,1,1,31,0,0,61
8,7,2,1,1,1,30,0,0,60
2,11,2,0,1,1,37,0,0,58
2,2,2,0,3,1,43,1,0,60
4,7,1,0,3,1,50,1,0,84
3,8,1,0,1,1,43,1,0,73
3,10,1,0,1,1,33,0,0,67
2,2,2,0,1,1,48,0,0,57
1,13,2,1,1,1,25,0,0,49
2,7,2,1,3,2,32,0,0,54
1,19,2,1,3,1,28,1,0,53
2,2,2,0,3,1,47,0,0,62
3,28,1,1,1,8,34,0,0,70
7,2,2,0,3,1,32,0,0,52
5,8,2,1,3,1,26,1,0,82
4,26,1,1,3,2,39,0,0,82
1,2,2,1,1,2,44,0,0,48
3,26,2,1,3,1,42,1,0,69
4,2,2,0,3,3,42,1,0,78
2,4,2,1,3,1,29,1,0,58
1,25,2,1,1,1,33,0,0,50
4,2,2,1,3,3,36,0,0,80
6,4,2,0,1,1,28,0,0,63
3,2,2,1,3,1,41,1,0,70
8,7,2,1,3,1,28,1,0,62
2,15,1,1,3,1,43,0,0,64
5,29,2,0,3,1,28,0,0,82
2,22,2,1,3,2,32,1,0,59
3,2,2,1,3,1,41,1,0,67
1,2,2,1,2,1,31,0,0,53
5,22,1,1,1,1,36,0,0,87
7,22,2,0,1,1,29,0,0,52
4,2,2,1,3,1,38,0,0,84
1,16,2,1,1,1,36,0,0,50
1,7,2,0,1,1,46,0,0,54
4,2,1,1,1,1,37,0,0,80
4,34,2,1,3,1,34,0,0,77
4,26,2,1,3,1,44,0,0,76
