department,region,education,gender,recruitment_channel,age,previous_year_rating,KPIs_met >60%,awards_won?,avg_training_score
6,7,2,1,3,32,3.0,0,0,64
4,2,2,2,3,31,2.0,0,0,82
2,27,2,2,3,37,4.0,0,0,58
1,21,1,1,1,30,5.0,0,0,49
5,26,2,2,3,30,3.0,1,0,87
7,2,1,1,1,42,4.0,0,0,49
4,31,2,1,1,47,4.0,0,0,76
1,14,2,1,1,28,4.0,0,0,46
1,2,2,2,3,37,4.0,0,0,50
3,10,1,1,3,44,3.0,0,0,70
3,6,2,2,3,36,3.0,0,0,74
5,26,2,1,3,37,3.0,0,0,87
2,15,2,2,3,31,5.0,1,0,60
6,29,2,1,3,25,5.0,1,0,60
5,15,2,1,3,26,5.0,0,0,90
5,7,2,1,3,40,1.0,0,0,84
4,27,2,1,1,36,3.0,0,0,80
5,22,2,1,3,25,5.0,0,0,87
2,22,2,1,3,39,3.0,0,0,60
6,22,2,1,1,24,5.0,0,0,59
2,30,2,2,3,30,4.0,0,0,60
2,24,2,2,3,29,4.0,1,0,59
2,10,2,2,3,40,5.0,0,0,58
1,7,1,2,3,33,3.0,0,0,47
3,2,1,1,1,48,5.0,1,0,65
1,7,1,1,1,20,3.0,0,0,48
7,2,2,1,1,26,3.0,1,0,49
5,22,1,1,3,35,1.0,0,0,88
5,22,2,1,3,26,5.0,1,0,83
2,7,2,1,1,45,4.0,0,0,64
1,2,2,1,3,40,4.0,0,0,46
1,28,2,1,1,24,1.0,0,0,52
4,34,2,1,1,27,5.0,0,0,80
5,28,2,1,3,34,1.0,0,0,84
4,6,2,2,3,29,3.0,1,0,78
1,20,2,2,3,31,1.0,0,0,48
1,11,2,1,1,26,3.0,1,0,41
5,32,2,1,1,31,5.0,0,0,88
8,26,2,1,3,34,3.0,0,0,58
2,22,2,1,1,32,2.0,0,0,60
9,2,1,1,1,38,4.0,0,0,85
9,4,1,1,1,41,5.0,0,0,93
4,2,2,1,2,52,4.0,1,0,77
2,1,1,2,1,31,4.0,0,0,58
8,20,2,1,1,30,2.0,0,0,64
4,5,2,1,3,41,1.0,1,0,80
2,8,2,2,3,32,3.0,1,0,61
1,7,2,1,3,35,2.0,0,0,43
1,8,2,1,1,27,4.0,0,0,50
1,15,2,1,2,28,3.0,0,0,53
2,14,2,1,3,36,4.0,0,0,62
1,16,2,2,3,34,3.0,0,0,47
2,22,2,2,3,26,2.0,0,0,55
3,5,2,2,3,27,3.0,0,0,65
3,2,1,2,3,42,1.0,0,0,69
4,2,3,1,3,23,4.0,1,0,80
4,16,2,1,3,28,3.0,0,0,78
2,29,2,1,3,30,3.0,0,0,63
1,3,1,1,1,35,4.0,0,0,48
2,32,2,2,3,33,3.0,1,0,60
5,19,2,1,3,32,4.0,0,0,87
2,11,2,1,1,28,5.0,0,0,56
2,2,2,1,3,38,3.0,1,0,66
5,19,2,1,1,27,4.0,1,0,86
1,19,2,1,3,35,5.0,0,0,53
6,7,2,2,3,24,1.0,1,0,58
2,13,1,1,1,38,3.0,0,0,64
2,7,2,2,3,43,5.0,1,0,61
2,15,2,2,1,33,4.0,0,0,60
2,4,2,1,3,53,3.0,0,0,62
2,7,2,1,1,31,4.0,1,0,61
4,33,2,1,1,31,3.0,0,0,82
4,2,1,2,3,59,4.0,0,0,79
4,14,2,1,3,55,4.0,1,0,76
4,2,2,1,3,55,3.0,0,0,83
1,14,2,1,1,38,5.0,1,0,48
9,2,2,1,3,25,1.0,0,0,84
2,2,1,1,3,38,1.0,0,0,58
2,7,2,2,1,33,5.0,1,0,61
3,7,2,2,1,47,5.0,1,0,68
4,7,1,1,3,40,4.0,0,0,76
1,17,2,1,1,30,3.0,0,0,45
1,31,2,2,3,27,5.0,0,0,48
1,22,2,1,3,33,3.0,1,0,51
3,31,2,2,1,26,3.0,0,0,69
3,17,2,2,1,36,3.0,0,0,65
8,6,2,1,1,30,3.0,1,0,58
4,2,2,2,1,32,4.0,1,0,79
1,25,2,1,1,27,3.0,0,0,49
1,14,2,1,1,33,4.0,1,0,47
2,19,2,2,1,31,3.0,0,0,62
1,6,2,1,1,32,5.0,1,0,45
5,2,2,1,3,40,4.0,0,0,82
4,7,2,2,3,29,1.0,0,0,81
3,1,2,2,1,32,2.0,0,0,69
3,22,2,1,3,32,3.0,0,0,70
2,23,1,1,3,34,2.0,0,0,62
1,2,2,1,1,42,4.0,0,0,46
1,27,2,1,3,33,2.0,1,0,43
1,16,1,1,1,23,5.0,0,0,45
2,1,2,1,3,39,5.0,1,0,60
1,1,1,1,3,35,5.0,1,0,47
1,13,2,1,1,33,4.0,1,0,46
1,26,2,1,1,34,3.0,0,0,52
2,2,3,2,3,21,5.0,1,0,58
1,12,2,2,3,27,3.0,1,0,46
7,2,3,2,3,21,3.0,0,0,53
2,16,2,1,1,30,2.0,1,0,60
3,11,2,1,3,31,2.0,0,0,71
1,9,1,1,1,31,3.0,0,0,51
5,26,2,1,1,26,4.0,0,0,86
1,12,2,1,3,34,1.0,0,0,48
7,7,2,2,3,36,3.0,0,0,53
1,7,2,1,3,44,1.0,0,0,48
3,13,2,1,1,52,3.0,0,0,68
2,7,1,1,3,41,3.0,1,0,62
1,7,2,1,1,34,1.0,0,0,55
1,7,2,1,2,33,3.0,1,0,50
4,16,2,2,1,38,3.0,0,0,81
3,2,2,2,3,50,3.0,1,0,69
3,27,1,1,3,40,3.0,0,0,71
1,28,1,1,3,39,3.0,0,0,49
7,2,2,2,3,27,5.0,1,0,47
5,5,2,1,1,39,3.0,0,0,82
3,17,1,2,3,44,3.0,0,0,71
5,21,2,1,1,29,3.0,0,0,87
3,16,1,1,1,36,5.0,1,0,68
3,14,1,2,1,41,4.0,1,0,66
3,12,2,2,3,32,4.0,1,0,71
1,2,2,1,3,27,1.0,0,0,53
1,13,2,1,3,43,5.0,1,0,52
8,2,2,1,3,33,4.0,0,0,56
4,2,2,2,3,33,2.0,0,0,84
2,15,2,1,3,48,5.0,1,0,57
4,22,2,2,3,27,4.0,0,0,78
4,22,1,2,1,37,2.0,0,0,81
4,7,2,2,3,28,2.0,0,0,75
2,31,2,1,1,42,5.0,1,0,58
1,8,2,1,3,32,3.0,1,0,47
2,23,1,1,1,37,3.0,1,0,62
3,23,1,1,1,38,3.0,1,0,72
1,2,2,1,3,60,5.0,1,0,50
3,2,2,1,3,36,5.0,1,0,69
3,27,1,1,3,36,3.0,0,0,68
1,13,2,1,3,27,3.0,0,0,52
2,26,2,1,3,44,3.0,0,0,53
2,22,2,2,1,34,5.0,1,0,54
2,29,2,1,1,30,4.0,1,0,61
5,26,2,2,3,27,3.0,1,0,84
2,12,2,2,1,30,4.0,0,0,59
1,32,2,1,3,25,1.0,1,0,53
2,27,1,1,3,46,5.0,0,0,58
1,7,2,1,3,48,4.0,0,0,48
3,7,2,1,1,37,3.0,0,0,66
1,2,2,1,1,24,1.0,0,0,54
3,7,2,1,1,47,1.0,0,0,70
7,2,2,2,3,57,3.0,0,0,47
3,22,2,1,3,27,3.0,0,0,70
3,2,2,1,3,28,2.0,0,0,69
1,22,1,1,1,35,3.0,1,0,54
4,17,2,2,3,38,3.0,0,0,83
8,7,1,1,3,41,3.0,0,0,60
1,16,2,1,3,30,3.0,0,0,50
1,22,2,1,1,29,2.0,0,0,51
2,26,2,2,1,29,5.0,0,0,56
1,1,1,1,1,33,2.0,0,0,53
2,15,1,2,1,50,4.0,1,0,59
1,13,2,1,3,31,1.0,0,0,50
5,15,1,1,3,28,5.0,0,0,88
2,23,2,1,1,29,5.0,1,0,64
3,7,2,1,3,30,3.0,0,0,76
2,1,2,2,1,27,5.0,1,0,60
9,2,2,1,3,40,4.0,0,0,87
2,3,2,2,1,31,4.0,1,0,59
2,16,2,1,3,31,5.0,0,0,57
6,22,1,1,1,33,5.0,1,0,59
1,14,2,1,1,35,2.0,1,0,51
3,2,2,1,3,30,4.0,0,0,75
2,2,2,1,3,53,4.0,1,0,59
5,32,2,1,3,27,2.0,0,0,88
9,7,1,1,3,31,2.0,1,0,82
4,22,2,2,3,27,4.0,1,0,79
1,2,2,1,3,56,4.0,0,0,52
4,17,2,1,3,27,3.0,0,0,77
4,4,2,2,3,31,3.0,0,0,76
1,15,2,1,3,48,3.0,0,0,54
2,15,2,2,1,30,4.0,1,0,62
2,15,2,1,3,29,5.0,1,0,61
1,2,1,1,1,33,5.0,1,0,49
5,31,2,2,3,26,5.0,0,0,86
3,10,1,1,3,32,4.0,0,0,73
3,24,2,2,3,31,2.0,0,0,70
5,9,1,1,1,30,4.0,0,0,90
2,22,2,1,1,38,3.0,1,0,64
3,7,2,2,3,29,4.0,1,0,65
2,2,2,1,3,32,4.0,1,0,61
9,22,2,1,1,32,1.0,0,0,86
1,7,2,1,1,25,2.0,1,0,48
1,15,2,1,3,34,4.0,1,0,46
1,15,2,1,1,32,4.0,0,0,50
2,2,1,2,2,43,5.0,1,0,64
1,2,1,1,1,41,4.0,1,0,52
1,7,2,1,1,37,4.0,0,0,46
5,6,2,2,3,32,5.0,1,0,81
4,4,2,1,3,28,2.0,0,0,81
2,32,2,2,3,41,5.0,1,0,58
2,31,2,1,3,30,4.0,1,0,62
2,15,1,1,3,38,3.0,1,0,54
2,13,2,1,1,47,5.0,1,0,63
5,4,1,1,1,37,5.0,0,0,82
1,1,2,1,1,31,5.0,0,0,43
8,22,2,1,1,25,3.0,0,0,59
5,29,2,1,3,26,3.0,1,0,83
2,2,2,1,3,47,1.0,0,0,58
5,27,2,1,1,30,3.0,0,0,85
1,2,2,2,3,27,5.0,1,0,49
1,2,1,1,3,33,4.0,1,0,50
1,7,1,1,3,50,2.0,0,0,49
2,30,2,2,1,32,3.0,1,0,57
8,31,2,2,3,31,3.0,0,1,60
2,22,2,2,3,34,4.0,1,0,58
2,8,1,2,1,37,5.0,1,0,61
4,14,2,1,3,28,3.0,0,0,78
7,2,2,2,3,32,5.0,1,0,49
1,2,1,2,1,26,1.0,0,0,46
4,2,2,2,3,28,3.0,0,0,77
4,2,3,2,1,25,5.0,1,0,80
4,2,2,1,3,32,3.0,0,0,78
1,4,1,1,3,45,2.0,0,0,55
2,2,1,1,3,43,2.0,1,0,57
1,28,2,2,1,26,5.0,0,0,51
1,15,2,1,1,30,1.0,0,0,48
3,24,2,1,3,27,3.0,1,0,66
1,7,2,1,3,25,2.0,0,0,51
1,2,2,1,2,41,3.0,0,0,50
6,4,2,1,3,32,3.0,0,0,55
1,28,1,1,1,45,5.0,1,0,47
1,25,2,1,3,25,3.0,0,0,50
8,22,2,1,1,27,5.0,1,0,62
4,23,1,1,3,34,4.0,0,0,82
6,27,2,1,1,26,3.0,1,0,63
1,2,2,1,1,25,3.0,0,0,45
1,7,2,1,3,33,2.0,0,0,50
2,2,2,2,1,40,3.0,1,0,61
4,16,1,2,3,36,3.0,0,0,76
1,15,2,1,3,44,3.0,0,0,49
1,15,1,1,1,37,5.0,1,0,47
1,2,2,2,3,34,5.0,1,0,47
4,31,2,2,1,39,5.0,1,0,79
2,31,2,2,3,30,3.0,0,0,64
4,13,2,1,3,27,4.0,1,0,79
4,34,1,1,1,33,3.0,0,0,80
7,13,2,1,1,35,3.0,0,0,48
4,5,2,2,3,36,2.0,0,0,78
2,29,2,2,3,29,3.0,0,0,59
2,7,2,2,3,24,3.0,0,0,58
3,30,2,2,1,30,5.0,1,0,66
3,11,2,1,1,31,3.0,0,0,70
7,22,1,1,1,38,3.0,0,0,50
2,13,2,2,1,33,5.0,1,0,63
8,2,2,1,3,47,3.0,1,0,61
1,7,2,1,3,20,3.0,0,0,47
2,26,2,2,3,32,2.0,0,0,55
5,15,2,1,1,28,3.0,0,0,84
6,30,2,1,1,29,4.0,0,0,57
7,13,2,2,3,39,4.0,0,0,50
1,20,1,1,3,30,3.0,0,0,53
7,2,2,1,3,44,3.0,0,0,48
3,4,1,1,3,35,4.0,1,0,73
4,13,2,2,3,31,3.0,0,0,80
1,17,2,1,3,35,5.0,0,0,52
1,1,1,1,1,35,4.0,1,0,52
2,4,2,1,3,31,5.0,1,0,60
1,31,2,1,1,37,1.0,1,0,51
4,2,2,1,3,37,2.0,0,0,81
5,2,2,1,3,51,3.0,0,0,81
1,4,2,1,1,29,5.0,1,0,45
1,29,2,1,3,31,4.0,0,0,47
2,13,2,1,3,35,1.0,0,0,61
2,7,1,2,3,60,4.0,0,0,61
1,9,1,1,1,29,1.0,0,0,45
2,22,1,2,3,35,3.0,1,0,65
4,15,2,1,3,33,5.0,1,0,84
3,7,2,1,1,49,3.0,0,0,68
5,22,1,1,1,29,5.0,0,0,89
2,2,2,1,3,36,3.0,1,0,56
5,4,1,1,1,39,3.0,0,0,83
1,2,2,1,3,20,3.0,0,0,45
3,15,2,2,3,36,4.0,1,0,62
3,17,2,2,1,32,2.0,0,0,73
6,2,2,1,1,38,3.0,0,0,62
1,16,2,1,3,46,1.0,0,0,52
6,22,2,1,1,23,5.0,0,0,57
5,22,2,1,3,28,5.0,0,0,84
2,4,1,1,3,49,5.0,0,0,61
1,2,2,1,2,28,3.0,1,0,49
4,2,1,2,1,40,4.0,0,0,84
2,2,1,2,1,39,3.0,1,0,59
1,1,1,2,1,32,5.0,1,0,48
9,22,2,1,1,33,3.0,1,0,85
1,4,1,2,3,37,4.0,1,0,50
4,11,1,1,3,39,4.0,0,0,79
5,22,2,1,1,26,1.0,0,0,86
5,14,2,1,3,36,4.0,1,0,82
1,2,2,1,3,27,4.0,0,0,55
1,2,1,1,3,46,5.0,0,0,48
5,7,2,1,1,31,3.0,0,0,87
1,2,2,1,3,45,1.0,1,0,50
3,22,2,2,3,27,3.0,0,0,68
7,27,2,1,1,30,2.0,0,0,45
2,20,1,2,3,32,1.0,0,0,56
2,16,1,1,1,45,1.0,0,0,61
1,26,2,1,1,37,3.0,0,0,52
2,27,2,1,3,29,3.0,1,0,63
1,2,2,1,1,30,5.0,1,0,46
2,15,2,1,3,50,5.0,0,0,61
2,4,1,1,3,43,1.0,1,0,60
3,2,2,2,2,31,3.0,1,0,67
2,15,2,1,3,35,4.0,0,0,59
3,7,2,1,3,33,2.0,0,0,70
5,4,2,1,1,41,4.0,0,0,89
1,10,1,1,1,57,4.0,0,0,47
6,26,2,1,3,28,3.0,1,0,60
2,26,2,2,1,25,1.0,0,0,61
4,2,1,1,1,37,3.0,0,0,80
1,26,1,1,3,43,3.0,0,0,50
1,15,2,1,1,33,5.0,0,0,53
4,27,2,2,1,27,3.0,1,0,82
4,2,2,1,3,37,3.0,1,0,75
1,11,2,1,1,29,1.0,0,0,44
5,29,2,1,3,32,4.0,0,0,85
5,7,1,1,1,38,3.0,0,0,87
2,16,2,1,3,33,3.0,0,0,56
1,22,2,1,3,36,3.0,1,0,44
4,11,1,1,1,33,4.0,0,0,75
3,2,2,2,3,29,5.0,1,0,70
1,2,2,1,3,36,2.0,0,0,46
5,22,2,1,1,25,4.0,0,0,84
1,2,2,2,1,36,1.0,0,0,48
3,7,2,1,3,30,5.0,1,0,64
1,3,2,1,3,43,5.0,0,0,49
5,9,2,1,3,32,3.0,0,0,81
1,2,2,1,2,36,5.0,0,0,52
4,20,1,2,3,36,1.0,1,0,77
7,2,2,2,1,45,4.0,1,0,46
1,30,2,1,3,29,5.0,1,0,45
1,13,2,1,3,29,3.0,0,0,48
1,31,2,1,1,25,1.0,0,0,51
2,7,1,2,3,40,1.0,0,0,59
2,23,2,1,1,30,5.0,0,0,57
7,2,2,2,1,45,3.0,0,0,49
1,28,1,1,1,35,2.0,0,0,46
2,23,1,1,3,41,4.0,0,0,59
4,14,1,1,1,45,3.0,0,0,83
3,7,2,1,3,33,1.0,0,0,71
1,2,2,1,2,31,5.0,1,0,51
5,22,2,1,3,30,4.0,1,0,86
2,29,1,2,3,37,2.0,0,0,63
1,25,2,1,3,35,4.0,0,0,46
7,22,2,1,2,30,5.0,0,0,51
2,27,2,1,1,45,4.0,0,0,57
1,32,2,1,3,31,3.0,0,0,53
1,14,2,1,1,33,4.0,1,1,46
6,2,3,2,3,26,3.0,1,0,57
6,15,1,1,1,35,4.0,0,0,58
1,2,2,1,3,37,3.0,0,0,55
3,30,1,2,1,38,5.0,1,0,72
6,34,2,1,3,29,4.0,1,0,59
9,7,2,1,3,32,5.0,1,0,89
3,2,2,1,1,41,3.0,1,0,69
1,15,2,1,1,30,2.0,1,0,52
4,26,2,2,1,28,1.0,0,0,82
3,2,2,2,1,43,4.0,0,0,64
6,30,2,1,1,26,3.0,0,0,56
9,8,2,1,3,27,3.0,0,0,86
1,7,1,1,1,34,2.0,0,0,52
1,15,2,1,1,30,1.0,0,0,48
1,3,2,1,1,33,4.0,1,0,49
1,16,2,1,1,30,1.0,0,0,48
5,9,2,1,3,31,3.0,0,0,81
3,2,2,2,1,30,4.0,1,0,64
1,22,1,1,1,34,4.0,0,0,46
3,25,2,1,1,27,3.0,0,0,66
1,14,1,2,3,32,3.0,0,0,48
6,7,2,1,1,30,5.0,1,0,55
3,10,1,1,1,35,3.0,0,0,64
5,4,1,1,3,36,3.0,0,0,80
5,7,2,1,3,33,1.0,0,0,87
5,28,2,1,3,28,3.0,1,0,86
7,2,1,1,3,49,4.0,1,0,49
6,22,2,2,3,29,3.0,0,0,59
2,2,2,1,3,51,3.0,0,0,62
2,19,2,1,3,37,5.0,0,0,59
1,22,2,2,3,28,5.0,0,0,52
2,26,2,2,3,37,3.0,0,0,57
1,4,1,2,1,35,3.0,0,0,48
4,10,1,1,1,36,4.0,0,0,83
2,20,2,1,1,31,3.0,0,0,55
1,13,2,1,1,30,4.0,0,0,45
1,8,1,1,1,32,5.0,1,0,48
2,7,2,1,1,33,2.0,0,0,57
3,2,2,2,1,36,4.0,1,0,70
2,26,2,2,3,27,5.0,0,0,58
5,7,2,2,1,31,2.0,0,0,86
1,23,1,1,1,43,5.0,0,0,50
2,2,2,2,3,35,5.0,0,0,60
1,26,2,1,1,46,2.0,0,0,54
7,13,2,2,1,28,5.0,0,0,53
5,29,2,1,2,27,3.0,0,0,81
8,32,2,1,3,29,5.0,0,0,61
2,16,1,2,3,32,4.0,1,0,62
5,13,1,1,3,35,5.0,1,0,88
1,1,1,1,1,40,5.0,1,0,50
7,2,2,1,3,29,5.0,1,0,52
5,2,2,1,3,33,3.0,0,0,85
1,15,2,1,1,41,1.0,0,0,54
1,14,1,1,3,38,1.0,0,0,50
4,28,2,1,3,29,1.0,0,0,76
2,19,1,1,3,37,4.0,0,0,62
3,12,2,2,1,31,3.0,0,0,70
1,19,2,1,1,42,2.0,0,0,50
5,2,2,1,3,38,5.0,1,0,88
1,2,2,1,1,40,2.0,0,0,51
3,2,2,2,1,30,2.0,1,0,68
1,2,2,2,1,36,2.0,0,0,50
5,2,2,1,3,46,1.0,1,0,82
2,22,2,1,3,36,4.0,0,0,62
4,20,1,2,3,36,5.0,1,0,78
8,2,2,1,1,30,1.0,0,0,63
1,16,2,1,1,30,2.0,1,0,49
3,22,2,2,1,27,3.0,0,0,71
5,23,2,1,3,31,2.0,0,0,84
1,7,1,1,1,58,3.0,0,0,47
4,22,2,1,3,31,1.0,0,0,81
5,10,2,1,3,31,3.0,0,0,86
1,11,2,1,3,37,3.0,0,0,51
2,31,1,1,1,33,1.0,1,0,58
2,16,3,2,3,23,2.0,1,0,60
4,26,2,2,3,29,3.0,0,0,79
1,26,2,1,3,26,5.0,0,0,50
3,10,2,1,3,30,1.0,0,0,69
2,27,1,1,1,40,3.0,0,0,57
4,22,1,2,3,33,1.0,0,0,83
5,21,2,1,1,27,5.0,1,0,90
6,4,2,2,1,28,2.0,1,0,56
2,2,1,2,1,50,5.0,0,0,57
3,2,2,2,1,38,4.0,0,0,65
3,2,2,1,3,23,3.0,0,0,74
4,19,2,1,3,46,3.0,0,0,80
7,2,1,2,2,44,4.0,0,0,48
1,21,2,2,1,30,3.0,0,0,52
4,22,1,1,3,35,4.0,1,0,80
1,10,2,2,3,31,2.0,1,1,47
2,20,1,2,3,33,5.0,1,0,60
4,7,2,2,3,26,3.0,1,0,83
2,17,1,2,3,35,4.0,1,0,59
3,7,1,1,3,40,3.0,0,0,68
3,8,1,2,1,36,3.0,0,0,70
4,16,2,1,1,32,3.0,1,0,83
6,7,2,1,3,36,3.0,1,0,62
2,13,1,1,3,35,3.0,1,0,56
4,28,1,1,3,31,3.0,1,0,76
2,2,1,1,3,46,3.0,0,0,61
5,22,2,1,1,31,4.0,0,0,88
4,5,2,1,3,34,3.0,0,0,81
2,15,2,1,1,40,5.0,1,0,61
3,4,1,1,1,43,2.0,0,0,71
5,7,2,1,3,28,5.0,1,0,79
7,2,2,2,3,39,5.0,1,0,40
1,2,2,2,3,34,2.0,0,0,51
4,7,3,1,3,24,4.0,0,0,78
5,15,2,1,3,31,3.0,0,0,91
1,2,2,2,3,25,5.0,0,0,50
4,7,2,1,1,31,3.0,0,0,76
3,2,1,2,3,45,5.0,1,0,68
1,23,2,1,1,31,2.0,0,0,47
2,2,2,1,3,44,5.0,1,0,61
1,19,2,1,1,33,1.0,0,0,57
3,2,2,1,3,23,4.0,0,0,71
1,7,2,1,3,36,4.0,0,0,48
3,2,2,2,1,51,3.0,0,0,72
3,2,2,2,3,29,4.0,0,0,73
2,2,1,1,1,60,3.0,1,0,61
5,2,2,1,3,29,5.0,0,0,85
4,26,2,1,3,26,1.0,0,0,80
8,7,2,1,1,33,5.0,1,0,59
4,2,1,1,3,40,1.0,0,0,77
1,26,2,1,1,41,5.0,0,0,48
4,13,1,1,3,47,2.0,0,0,80
6,26,1,1,1,35,3.0,0,0,61
7,2,1,2,3,32,5.0,0,0,50
5,16,2,1,1,32,3.0,0,0,89
7,2,1,2,3,60,3.0,0,0,48
4,7,2,1,1,41,3.0,1,0,88
2,1,2,1,1,27,4.0,0,0,60
1,2,1,1,1,36,4.0,1,0,47
3,5,1,2,3,35,3.0,0,0,68
3,22,1,2,3,42,3.0,0,0,73
3,22,1,1,1,36,5.0,1,0,73
2,7,2,2,1,31,3.0,0,0,67
1,16,2,1,1,27,4.0,0,0,51
1,20,1,1,1,38,4.0,1,0,51
4,13,2,2,3,30,5.0,1,1,79
2,2,1,1,3,37,1.0,0,0,58
2,15,1,2,3,46,5.0,1,0,57
3,2,2,1,3,29,5.0,1,0,72
6,13,1,1,3,29,4.0,0,0,63
4,7,2,1,1,30,3.0,0,0,82
2,7,1,1,3,41,4.0,0,0,57
2,27,2,1,1,37,1.0,0,0,62
2,2,2,2,1,51,5.0,0,0,60
5,34,2,1,1,28,5.0,0,0,83
3,2,2,2,3,60,3.0,0,0,74
2,5,2,2,1,28,4.0,0,0,62
9,2,2,1,3,33,1.0,1,0,84
1,2,1,2,3,32,2.0,0,0,49
5,2,2,1,1,36,5.0,1,0,87
4,22,2,2,3,29,3.0,0,0,82
3,30,2,2,1,28,3.0,0,0,66
2,13,2,1,3,35,3.0,0,0,58
3,30,2,2,3,30,1.0,0,0,65
1,15,2,1,3,25,3.0,0,0,50
2,3,2,1,3,28,5.0,1,0,61
2,7,2,2,1,33,1.0,0,0,62
1,13,2,1,1,28,4.0,0,0,49
5,20,2,1,1,32,3.0,0,0,83
1,2,2,2,1,29,5.0,0,0,51
2,1,2,1,3,28,3.0,0,0,59
1,2,2,2,1,60,2.0,0,0,53
5,28,1,1,3,37,3.0,0,0,82
2,2,2,1,3,37,3.0,0,0,60
3,16,2,1,3,26,3.0,0,0,69
1,2,2,1,3,39,1.0,1,0,51
4,2,1,2,1,49,2.0,0,0,81
1,3,2,1,1,29,1.0,0,0,50
2,20,2,2,3,27,3.0,0,0,58
9,2,1,1,1,34,3.0,0,0,90
2,19,2,1,3,37,5.0,1,0,65
1,13,2,1,1,25,2.0,0,0,49
1,11,2,1,3,28,1.0,0,0,50
1,28,1,1,3,31,1.0,0,0,47
1,2,2,1,2,34,4.0,1,0,54
4,2,1,2,1,37,3.0,0,0,78
4,7,2,2,3,27,4.0,1,0,83
4,20,1,2,3,37,1.0,0,0,81
1,32,2,1,1,24,1.0,0,0,51
1,2,2,1,3,35,4.0,0,0,53
1,29,2,2,1,27,3.0,0,0,53
2,2,2,1,3,31,5.0,1,0,57
3,17,2,2,1,35,3.0,0,0,64
6,7,1,1,1,33,3.0,0,0,62
1,13,2,1,1,28,3.0,0,0,48
5,1,2,1,1,29,5.0,0,0,86
2,2,2,1,1,26,3.0,0,0,62
1,13,2,1,3,29,2.0,0,0,46
1,22,1,1,3,46,1.0,0,0,53
2,15,1,1,3,54,5.0,1,0,62
3,15,2,1,1,34,5.0,1,0,75
5,22,2,2,3,34,3.0,1,0,78
1,22,2,2,1,30,3.0,1,0,49
9,26,2,1,1,30,4.0,1,0,88
1,19,2,2,1,33,3.0,1,0,45
2,22,1,1,1,43,3.0,1,0,65
6,32,2,1,1,33,4.0,0,0,56
4,31,2,2,1,30,5.0,0,0,84
2,16,2,1,3,30,4.0,1,0,59
2,4,1,1,1,40,3.0,0,0,58
5,22,2,2,3,29,1.0,0,0,82
3,8,1,2,3,36,4.0,0,0,66
8,31,2,1,3,40,3.0,0,0,59
5,10,2,1,1,27,3.0,0,0,89
4,2,2,2,1,34,4.0,1,0,77
5,22,2,1,3,26,3.0,0,0,86
1,22,2,1,3,25,2.0,0,0,47
2,16,2,1,1,33,3.0,0,0,61
2,31,1,1,3,45,5.0,1,0,58
2,27,2,2,3,29,5.0,1,0,59
1,23,2,1,1,36,3.0,0,0,51
7,32,2,1,3,30,3.0,1,0,45
2,21,2,1,3,35,3.0,1,0,62
7,7,2,2,3,27,3.0,0,0,53
4,11,2,1,3,40,4.0,0,0,73
4,7,1,2,1,33,5.0,0,0,81
3,27,2,1,3,33,4.0,0,0,68
1,31,2,2,3,27,3.0,0,0,53
6,2,2,1,1,30,3.0,0,0,57
4,1,2,2,3,29,1.0,0,0,80
1,2,2,1,3,53,4.0,0,0,46
2,11,1,1,1,34,3.0,0,0,55
5,4,2,1,1,33,5.0,0,0,84
4,2,2,2,3,36,5.0,1,0,81
5,15,1,1,1,32,4.0,0,0,86
8,2,2,1,1,34,3.0,0,0,57
1,14,2,1,3,28,1.0,0,0,49
1,11,2,1,3,27,5.0,1,0,51
1,15,2,1,3,37,5.0,1,0,50
2,22,2,1,3,27,4.0,1,0,62
1,2,1,1,1,56,5.0,0,0,54
1,22,2,2,1,27,4.0,1,0,49
1,31,2,2,1,28,1.0,0,0,53
1,2,1,1,3,42,1.0,0,0,50
1,27,2,1,1,32,5.0,0,0,52
4,26,2,2,3,30,2.0,0,0,78
1,29,2,1,1,31,3.0,0,0,51
3,26,2,1,1,36,1.0,0,0,69
2,5,2,1,3,31,3.0,0,0,55
4,16,2,2,1,35,3.0,0,0,82
4,2,1,2,1,58,3.0,0,0,78
1,2,2,1,1,34,1.0,0,0,53
2,19,2,1,1,44,3.0,0,0,58
8,2,2,1,3,41,3.0,0,0,59
2,27,1,2,3,35,5.0,1,0,60
4,7,2,1,1,27,4.0,0,0,79
2,15,1,1,3,42,4.0,0,0,57
2,22,2,2,3,24,5.0,0,0,59
7,22,3,2,3,24,4.0,0,0,49
5,28,2,1,1,28,4.0,0,0,90
1,20,2,1,3,27,5.0,0,0,49
2,7,1,2,1,38,5.0,1,0,58
4,6,2,1,3,40,3.0,0,0,78
2,32,2,1,3,29,5.0,0,0,59
5,22,2,1,3,29,3.0,1,0,85
1,4,2,1,3,39,4.0,1,0,48
9,2,1,2,1,36,5.0,1,0,81
3,3,1,1,3,34,3.0,0,0,70
4,2,2,1,2,24,4.0,0,0,75
8,2,2,2,1,39,3.0,0,0,59
3,27,2,2,3,24,4.0,0,0,74
4,2,2,1,3,55,2.0,0,0,80
1,2,1,1,1,50,5.0,1,0,49
2,27,2,2,1,26,3.0,0,0,56
6,2,3,1,3,25,5.0,1,0,57
1,21,2,1,3,36,3.0,0,0,50
2,25,2,2,3,29,3.0,1,0,58
